Cedar Rapids, IA;41.9778795;-91.6656232
Centerville, OH;39.6283928;-84.15938179999999
Central, Hong Kong;22.2799907;114.1587983
Champaign, IL;40.1164204;-88.2433829
Chapel Hill, NC;35.9131996;-79.0558445
Charlotte, VT;44.3098476;-73.2609928
Charlottesville, VA;38.0293059;-78.47667810000002
Chattanooga, TN;35.0456297;-85.3096801
Chennai, India;13.0524139;80.25082460000002
Chesterfield, MO;38.6631083;-90.5770675
Chicago, IL;41.8781136;-87.6297982
Chico, CA;39.7284944;-121.8374777
Cincinnati, OH;39.1031182;-84.5120196
Cleveland, OH;41.49932;-81.6943605
Clifton, NJ;40.8584328;-74.16375529999999
Cologne, Germany;50.937531;6.9602786
Colorado Springs, CO;38.8338816;-104.8213634
Columbia, MD;39.2037144;-76.86104619999999
Columbia, MO;38.9517053;-92.3340724
Columbus, OH;39.9611755;-82.99879419999999
Concord, NC;35.4087517;-80.579511
Coral Springs, FL;26.271192;-80.2706044
Coraopolis, PA;40.5184013;-80.1667247
Corvallis, OR;44.5645659;-123.2620435
Costa Mesa, CA;33.6411316;-117.9186689
Cuernavaca, Mexico;18.9459799;-99.22313869999999
Cupertino, CA;37.3229978;-122.0321823
Dagenham, UK;51.53888999999999;0.14743
Dallas, TX;32.7801399;-96.80045109999999
Danbury, CT;41.394817;-73.4540111
Danville, CA;37.8215929;-121.9999606
Darien, CT;41.0771914;-73.4686858
Darlington, UK;54.52361;-1.559458
Daventry, UK;52.257473;-1.164947
Davis, CA;38.5449065;-121.7405167
Decatur, GA;33.7748275;-84.2963123
Denver, CO;39.737567;-104.9847179
Des Plaines, IL;42.0333623;-87.88339909999999
Detroit, MI;42.331427;-83.0457538
Dinmore, AU;-27.5934843;152.8323562
Dogtown, CA;34.0194543;-118.4911912
Doha, Qatar;25.286667;51.533333
Downers Grove, IL;41.8089191;-88.01117459999999
Dublin, Ireland;53.3498053;-6.2603097
Dulles, VA;38.9516235;-77.44808139999999
Durham, NC;35.9940329;-78.898619
Dusseldorf, Germany;51.2277411;6.7734556
East Palo Alto, CA;37.4688273;-122.1410751
Edinburgh, UK;55.953252;-3.188267
Edmonton, Canada;53.544389;-113.4909267
El Cerrito, CA;37.9161326;-122.310765
Ellensburg, WA;46.9965144;-120.5478474
Enosburg Falls, VT;44.9069907;-72.80652309999999
Enumclaw, WA;47.2042681;-121.9915003
Espoo, Finland;60.2054911;24.6559001
Essex Junction, VT;44.4905433;-73.11122069999999
Estacada, OR;45.28956549999999;-122.3336963
Eugene, OR;44.0520691;-123.0867536
Euless, TX;32.8370727;-97.08195409999999
Evanston, IL;42.0450722;-87.68769689999999
Everett, WA;47.9789848;-122.2020794
Exeter, NH;42.9814292;-70.9477546
Falls Church, VA;38.88233400000001;-77.1710914
Flagstaff, AZ;35.1982836;-111.651302
Forest Park, IL;41.8794758;-87.81367
Fort Worth, TX;32.7554883;-97.3307658
Frankfurt, Germany;50.1109221;8.6821267
Fraser, MI;42.539202;-82.9493652
Frederick, MD;39.41426879999999;-77.4105409
Fribourg, Switzerland;46.8016663;7.145568300000001
Friday Harbor, WA;48.5342662;-123.0171242
Fukaya, Japan;36.1974437;139.2814638
Fullerton, CA;33.8703596;-117.9242966
Gaithersburg, MD;39.1434406;-77.2013705
Garden Grove, CA;33.7739053;-117.9414477
Gateshead, UK;54.95268;-1.603411
Geneva, IL;41.8875281;-88.3053525
Geneva, Switzerland;46.1983922;6.142296099999999
George Town, Cayman Islands;19.2869323;-81.3674389
Germantown, WI;43.2286174;-88.1103691
Glarus, Switzerland;47.0404212;9.0672155
Glasgow, UK;55.864237;-4.251806
Glendale, CA;34.1425078;-118.255075
Grand Rapids, MI;42.9633599;-85.6680863
Greater London, UK;51.4309209;-0.0936496
Greenville, NC;35.612661;-77.3663538
Greenwich, UK;51.48257659999999;-0.0076589
Greenwood, SC;34.1954001;-82.1617883
Groton, MA;42.6112018;-71.5745152
Grovetown, GA;33.4504157;-82.1981764
Hackensack, NJ;40.8859325;-74.0434736
Half Moon Bay, CA;37.4635519;-122.4285862
Halifax, Canada;44.6488625;-63.5753196
Halifax, UK;53.72702;-1.85754
Hamburg, Germany;53.5510846;9.9936818
Hameln, Germany;52.1082726;9.362171
Harrisburg, PA;40.2731911;-76.8867008
Hartlepool, UK;54.691745;-1.212926
Hayden, ID;47.76601609999999;-116.7865815
Helsinki, Finland;60.17332440000001;24.9410248
Henderson, NV;36.0395247;-114.9817213
Hercules, CA;38.0171441;-122.2885808
Hereford, UK;52.05639799999999;-2.715974
Herne, Germany;51.5368948;7.200914699999999
Hershey, PA;40.2859239;-76.65024679999999
High Falls, NY;41.8267596;-74.12625489999999
High Wycombe, UK;51.628611;-0.7482289999999999
Hollywood, Los Angeles, CA;34.0928092;-118.3286614
Honolulu, HI;21.3069444;-157.8583333
Hopewell Junction, NY;41.5839823;-73.80874419999999
Horsham, UK;51.062883;-0.325858
Houston, TX;29.7601927;-95.36938959999999
Hull, Canada;45.428731;-75.71336579999999
Huntingdon, UK;52.33146;-0.182552
Indianapolis, IN;39.768403;-86.158068
Indio, CA;33.7205771;-116.2155619
Iowa City, IA;41.6611277;-91.5301683
Irvine, CA;33.6839473;-117.7946942
Islington, UK;51.5465063;-0.1058058
Issaquah, WA;47.5301011;-122.0326191
Itasca, IL;41.9750287;-88.0072909
Jacksonville, FL;30.3321838;-81.65565099999999
Janesville, WI;42.6827885;-89.0187222
Jersey City, NJ;40.72815749999999;-74.0776417
Johnston, RI;41.8205199;-71.51261699999999
Juneau, AK;58.3019444;-134.4197222
Kalamazoo, MI;42.2917069;-85.5872286
Kansas City, MO;39.0997265;-94.5785667
Katy, TX;29.7857853;-95.8243956
Kerpen, Germany;50.8747592;6.6883728
Kiev, Ukraine;50.4501;30.5234
Kingston upon Thames, UK;51.41233;-0.300689
Kitchener, Canada;43.45;-80.483333
La Jolla, Placentia, CA;33.8570817;-117.8787084
Lafayette, CA;37.8857582;-122.1180201
Lake Oswego, OR;45.42067489999999;-122.6706498
Lakeland, FL;28.0394654;-81.9498042
Lambeth, UK;51.4935082;-0.1178424
Lansing, MI;42.732535;-84.5555347
Las Vegas, NV;36.1699412;-115.1398296
Lausanne, Switzerland;46.5199617;6.633597099999999
Lawrence, KS;38.9716689;-95.2352501
Le Mars, IA;42.79415669999999;-96.1655778
Leeds, UK;53.8007554;-1.5490774
Leicester, UK;52.6368778;-1.1397592
Lisburn, UK;54.50971999999999;-6.037400000000001
Lithia, FL;27.850278;-82.17472200000002
Littleton, CO;39.613321;-105.0166498
Lockhart, TX;29.8849441;-97.6699996
London Colney, UK;51.7237859;-0.29727
London, UK;51.5073509;-0.1277583
Long Beach, CA;33.7700504;-118.1937395
Lorton, VA;38.704282;-77.2277603
Los Alamos, NM;35.8880796;-106.3069722
Los Angeles, CA;34.0522342;-118.2436849
Lower East Side, Manhattan, NY;40.715033;-73.9842724
Madison, AL;34.6992579;-86.74833180000002
Madison, WI;43.0730517;-89.4012302
Madrid, Spain;40.4167754;-3.7037902
Malden, MA;42.4250964;-71.066163
Malmö, Sweden;55.604981;13.003822
Manchester, NH;42.9956397;-71.4547891
Manchester, UK;53.479324;-2.2484851
Manhattan, NY;40.790278;-73.959722
Maple Grove, MN;45.0724642;-93.4557877
Mariemont, OH;39.14506;-84.3743841
Marietta, GA;33.95260200000001;-84.5499327
Marina del Rey, CA;33.9802893;-118.4517449
Marlborough, UK;51.420073;-1.727062
Matawan, NJ;40.41482999999999;-74.2295891
Maynard, MA;42.4334903;-71.4495058
Melbourne, AU;-37.814107;144.96328
Memphis, TN;35.1495343;-90.0489801
Menlo Park, CA;37.4529598;-122.1817252
Metuchen, NJ;40.5431598;-74.3632049
Miami, FL;25.7890972;-80.2040435
Middletown, NJ;40.3968012;-74.09159819999999
Milton Keynes, UK;52.0406224;-0.7594171
Milwaukee, WI;43.0389025;-87.9064736
Minneapolis, MN;44.983334;-93.26666999999999
Minnetonka, MN;44.9211836;-93.4687489
Minot, ND;48.2329668;-101.2922906
Missoula, MT;46.8625;-114.011667
Modesto, CA;37.63909719999999;-120.9968782
Montague, MA;42.5355277;-72.5353437
Montgomery Village, MD;39.172728;-77.20360409999999
Montreal, Canada;45.5086699;-73.55399249999999
Morrisville, NC;35.823483;-78.8255621
Mountain View, CA;37.3860517;-122.0838511
Munich, Germany;48.1351253;11.5819806
Mystic Island, NJ;39.565839;-74.38095899999999
Nashville, TN;36.166667;-86.783333
Neath, UK;51.656991;-3.805476
New Haven, CT;41.308274;-72.9278835
New Orleans, LA;29.95106579999999;-90.0715323
New York, NY;40.7127837;-74.0059413
Newcastle upon Tyne, UK;54.978252;-1.61778
Newport, UK;51.584151;-2.997664
Norristown, PA;40.121497;-75.3399048
Northfield, MN;44.4582983;-93.161604
Norwich, UK;52.6308859;1.297355
Norwich, VT;43.7153482;-72.307869
Oak Park, IL;41.8850317;-87.7845025
Oakland, CA;37.8043637;-122.2711137
Oceanside, CA;33.1958696;-117.3794834
Odense, Denmark;55.40375599999999;10.40237
Oeiras, Portugal;38.69686069999999;-9.314601399999999
Oklahoma City, OK;35.4675602;-97.5164276
Omaha, NE;41.2523634;-95.99798829999999
Orange, CA;33.7877944;-117.8531119
Orinda, CA;37.8771476;-122.1796888
Orlando, FL;28.5383355;-81.3792365
Osaka, Japan;34.6937378;135.5021651
Osaka-shi, Japan;34.6937378;135.5021651
Oslo, Norway;59.9138688;10.7522454
Overland Park, KS;38.9822282;-94.6707917
Oviedo, FL;28.669997;-81.20812029999999
Oxford, UK;51.7520209;-1.2577263
Paddington, UK;51.5159734;-0.174943
Palmerston, AU;-12.4792774;130.9849614
Palo Alto, CA;37.4418834;-122.1430195
Paradise, CA;39.7596061;-121.6219177
Paris, France;48.856614;2.3522219
Park Slope, Brooklyn, NY;40.6681038;-73.9805817
Pasadena, CA;34.1477849;-118.1445155
Pasadena, MD;39.1073317;-76.57107529999999
Pembroke Pines, FL;26.007765;-80.2962555
Pepperell, MA;42.66592319999999;-71.5884363
Perth, AU;-31.9530044;115.8574693
Philadelphia, PA;39.952335;-75.16378900000001
Phoenix, AZ;33.4483771;-112.0740373
Pittsburgh, PA;40.44062479999999;-79.9958864
Plano, TX;33.0198431;-96.6988856
Poplar, UK;51.5123792;-0.0087975
Port Chester, NY;41.0017643;-73.66568339999999
Port Orange, FL;29.1383165;-80.9956105
Portland, OR;45.5234515;-122.6762071
Portsmouth, NH;43.0717552;-70.7625532
Providence, RI;41.8239891;-71.4128343
Provo, UT;40.2338438;-111.6585337
Purchase, NY;41.040556;-73.714444
Quakertown, PA;40.4417682;-75.3415667
Queens, NY;40.75;-73.86666699999999
Queretaro, Mexico;20.5887932;-100.3898881
Raleigh, NC;35.7795897;-78.6381787
Randolph, VT;43.9247446;-72.6656948
Redwood City, CA;37.48521520000001;-122.2363548
Reno, NV;39.5296329;-119.8138027
Reston, VA;38.9586307;-77.35700279999999
Richardson, TX;32.9483335;-96.7298519
Richmond, AU;-37.818635;145.0014704
Richmond, VA;37.5407246;-77.4360481
Ridgewood, Queens, NY;40.7108476;-73.8977693
Rijssen, Netherlands;52.30816859999999;6.5213493
Rindge, NH;42.7511964;-72.0098021
Roanoke, VA;37.2709704;-79.9414266
Rochester, NY;43.16103;-77.6109219
Rock Island, IL;41.5094771;-90.5787476
Royal Oak, MI;42.4894801;-83.1446485
Rutherfordton, NC;35.3692877;-81.9567716
Rümlang, Switzerland;47.4499022;8.5311569
Saitama-shi, Japan;35.8617292;139.6454822
Salem, MA;42.51954;-70.8967155
Salem, OR;44.9428975;-123.0350963
Salt Lake City, UT;40.7607793;-111.8910474
San Antonio, TX;29.4241219;-98.49362819999999
San Carlos, CA;37.5071591;-122.2605222
San Clemente, CA;33.4269728;-117.6119925
San Diego, CA;32.715738;-117.1610838
San Francisco, CA;37.7749295;-122.4194155
San Jose, CA;37.3393857;-121.8949555
San Mateo, CA;37.5629917;-122.3255254
Santa Ana, CA;33.7455731;-117.8678338
Santa Barbara, CA;34.4208305;-119.6981901
Santa Clara, CA;37.3541079;-121.9552356
Santa Cruz, CA;36.9741171;-122.0307963
Santa Fe, NM;35.6869752;-105.937799
Santa Monica, CA;34.0194543;-118.4911912
Satellite Beach, FL;28.1761233;-80.59005189999999
Sausalito, CA;37.8590937;-122.4852507
Scituate, MA;42.195929;-70.7258633
Seattle, WA;47.6062095;-122.3320708
Sebastian, FL;27.816415;-80.4706078
Sebastopol, CA;38.4021359;-122.8238806
Seguin, TX;29.5688411;-97.9647269
Shoreham-by-Sea, UK;50.8342086;-0.2715558
Shrewsbury, MA;42.2959267;-71.71284709999999
Silver Spring, MD;38.99066570000001;-77.026088
Silverlake, Los Angeles, CA;34.0702406;-118.309272
Singapore, Singapore;1.2800945;103.8509491
Sodegaura, Japan;35.4298081;139.9544301
Soest, Netherlands;52.1763515;5.299196999999999
Somerville, MA;42.3875968;-71.0994968
South Pasadena, CA;34.1161196;-118.1503488
South Plainfield, NJ;40.5792701;-74.4115401
South Portland, ME;43.6414716;-70.2408811
South San Francisco, CA;37.654656;-122.4077498
Southall, UK;51.511073;-0.377232
Southampton, UK;50.90970040000001;-1.4043509
Southend-on-Sea, UK;51.5459269;0.7077123
Spanish Fork, UT;40.114955;-111.654923
Spokane, WA;47.6587802;-117.4260466
Springfield, VA;38.7892801;-77.18720359999999
St. Louis, MO;38.6270025;-90.19940419999999
St. Paul, MN;44.9537029;-93.0899578
Stadtteil Kettwig, Germany;51.36288;6.940239999999999
Staffordshire, UK;52.7697957;-2.1045243
Stavanger, Norway;58.9699756;5.7331073
Stockholm, Sweden;59.32932349999999;18.0685808
Stockton-on-Tees, UK;54.5704551;-1.3289821
Stuttgart, Germany;48.7754181;9.181758799999999
Sunland, Los Angeles, CA;34.252225;-118.2884105
Sunnyvale, CA;37.36883;-122.0363496
Swansea, UK;51.62144;-3.943645999999999
Swindon, UK;51.55577390000001;-1.7797176
Sydney, AU;-33.8674869;151.2069902
Syracuse, NY;43.0481221;-76.14742439999999
São Paulo, Brazil;-23.5505199;-46.63330939999999
Tacoma, WA;47.2528768;-122.4442906
Tampa, FL;27.950575;-82.4571776
The Hague, Netherlands;52.0704978;4.3006999
Thousand Oaks, CA;34.1705609;-118.8375937
Tipp City, OH;39.9583892;-84.17216379999999
Tokyo, Japan;35.6894875;139.6917064
Tonbridge, UK;51.195043;0.27568
Toledo, OH;41.6639383;-83.55521200000001
Toronto, Canada;43.653226;-79.3831843
Trondheim, Norway;63.4305149;10.3950528
Truckee, CA;39.327962;-120.1832533
Twinsburg, OH;41.3125552;-81.4401129
Utrecht, Netherlands;52.091667;5.117777999999999
Valley Cottage, NY;41.1181514;-73.9554159
Vancouver, Canada;49.261226;-123.1139268
Vancouver, WA;45.6387281;-122.6614861
Venice, Los Angeles, CA;33.9962144;-118.4688776
Victoria, Canada;48.4284207;-123.3656444
Vienna, Austria;48.2081743;16.3738189
Vienna, VA;38.9012225;-77.2652604
Vigevano, Italy;45.3218787;8.8466726
Virginia Beach, VA;36.8529263;-75.97798499999999
Wakefield, UK;53.683298;-1.505924
Wandsworth, UK;51.4570716;-0.1817824
Warsaw, Poland;52.2296756;21.0122287
Warwick, UK;52.28231599999999;-1.584927
Washington, DC;38.9071923;-77.0368707
Waterloo, Canada;43.4642578;-80.5204096
Watertown, MA;42.3709299;-71.1828321
Wellington, NZ;-41.2864603;174.776236
West Bromwich, UK;52.517664;-1.995159
West Hamlin, WV;38.2856444;-82.19569779999999
West Orange, NJ;40.7985699;-74.23908279999999
Westport, MA;41.638889;-71.05
Wetteren, Belgium;51.0029052;3.8896697
White Plains, NY;41.03398620000001;-73.7629097
White River Junction, VT;43.6489596;-72.3192579
Whitehall, PA;40.6572331;-75.4985521
Whitehorse, Canada;60.7211871;-135.0568449
Wichita, KS;37.688889;-97.336111
Wijchen, Netherlands;51.8136739;5.7528948
Williamsburg, VA;37.2707022;-76.7074571
Willimantic, CT;41.7106543;-72.2081338
Wolverhampton Metropolitan Borough, UK;52.58785839999999;-2.1195079
Wuppertal, Germany;51.2562128;7.150763599999999
Zurich, Switzerland;47.3686498;8.539182499999999
Åmål, Sweden;59.05111699999999;12.6977323
Mill Valley, CA;37.9060368;-122.5449763
Copenhagen, Denmark;55.6760968;12.5683371
Auckland, NZ;-36.8484597;174.7633315
Bakersfield, CA;35.3732921;-119.0187125
Greenville, SC;34.85261759999999;-82.3940104
Long Island City, Queens, NY;40.744679;-73.9485424
Loveland, OH;39.2689476;-84.26382600000001
Maplewood, NJ;40.7299793;-74.271992
Tallahassee, FL;30.4382559;-84.28073289999999
Barcelona, Spain;41.3850639;2.1734035
College Station, TX;30.627977;-96.3344068
Antwerp, Belgium;51.2194475;4.4024643
Bochum, Germany;51.4818445;7.216236299999999
Dubai, United Arab Emirates;25.2;55.3
Waltham, MA;42.3764852;-71.2356113
Hammonton, NJ;39.6365056;-74.8023853
Keene, NH;42.933692;-72.2781409
Windsor, Canada;42.3149367;-83.03636329999999
Edmond, OK;35.6528323;-97.47809540000002
Hünenberg, Switzerland;47.1773526;8.426352699999999
Fitzroy, AU;-37.7987007;144.9786869
Shibuya, Japan;35.6640352;139.6982122
Sylvania, AU;-34.0122748;151.09434
Nyack, NY;41.0906519;-73.9179146
Port Coquitlam, Canada;49.2628382;-122.7810708
Guadalupe, Mexico;25.683333;-100.266667
Sioux Falls, SD;43.5445959;-96.73110340000001
Graz, Austria;47.070714;15.439504
Ulricehamn, Sweden;57.78333300000001;13.416667
Marseille, France;43.296482;5.36978
Downingtown, PA;40.0064958;-75.7032742
Rotterdam, Netherlands;51.930833;4.479166999999999
Lexington, MA;42.4430372;-71.2289641
North Tustin, Tustin, CA;33.765;-117.799167
Wilmington, NC;34.2257255;-77.9447102
Tel Aviv, Israel;32.0852999;34.78176759999999
Milano, Italy;45.4654219;9.1859243
Beaver Falls, PA;40.7520097;-80.31922949999999
Buffalo, NY;42.88644679999999;-78.8783689
Jackson, MS;32.2987573;-90.1848103
Paris, TX;33.6609389;-95.55551299999999
Plymouth Meeting, PA;40.1023319;-75.2743467
St. Petersburg, Russia;59.9342802;30.3350986
Hillsboro, OR;45.5228939;-122.989827
West Covina, CA;34.0686208;-117.9389526
Little Rock, AR;34.7464809;-92.28959479999999
Fairfield, CT;41.1408363;-73.2612615
Denton, TX;33.2148412;-97.13306829999999
Murmansk, Russia;68.966667;33.083333
Newport Beach, CA;33.6189101;-117.9289469
Hoboken, NJ;40.7439905;-74.0323626
Port Washington, NY;40.8256561;-73.69818579999999
Naples, Italy;40.8517746;14.2681244
Tel Aviv-Yafo, Israel;32.0852999;34.78176759999999
Tempe, AZ;33.4255104;-111.9400054
Hong Kong, Hong Kong;22.396428;114.109497
Redcar, UK;54.5974636;-1.0779515
Centreville, VA;38.8403909;-77.42887689999999
Southlake, TX;32.9412363;-97.1341783
Danvers, MA;42.5750009;-70.93212199999999
Arhus, Denmark;56.162939;10.203921
Wilton, CT;41.1953739;-73.4378988
Louisville, KY;38.2526647;-85.7584557
Lomas de Zamora, Argentina;-34.76118230000001;-58.4302476
Rhinebeck, NY;41.9318294;-73.90743719999999
Lexington, KY;38.0405837;-84.5037164
Lansdale, PA;40.2414952;-75.2837862
Charleston, SC;32.7764749;-79.93105120000001
Franklin Square, NY;40.7073244;-73.6759635
Foster City, CA;37.5585465;-122.2710788
Cumming, GA;34.2073196;-84.14019259999999
Jamaica Plain, Boston, MA;42.3097365;-71.1151431
Niantic, CT;41.3253756;-72.1931338
Wallkill, NY;41.60564919999999;-74.1840358
Eau Claire, WI;44.811349;-91.4984941
Olympia, WA;47.0378741;-122.9006951
Newcastle, AU;-32.926689;151.7789205
Ankara, Turkey;39.92077;32.85411
Urk, Netherlands;52.66305329999999;5.598946499999999
Acassuso, Argentina;-34.4773612;-58.4992702
Eindhoven, Netherlands;51.44164199999999;5.4697225
Hermosillo, Mexico;29.0729673;-110.9559192
Lyon, France;45.764043;4.835659
Bondi Junction, AU;-33.8927878;151.2472206
Layton, UT;41.0602216;-111.9710529
Ventura, CA;34.274646;-119.2290316
Whitestone, Queens, NY;40.7920449;-73.8095574
Nottingham, UK;52.95478319999999;-1.1581086
New Smyrna Beach, FL;29.0258191;-80.9269984
Bournemouth, UK;50.719164;-1.880769
Monterrey, Mexico;25.6866142;-100.3161126
Wrington, UK;51.364344;-2.7652
Brabrand, Denmark;56.153128;10.106763
Corpus Christi, TX;27.8005828;-97.39638099999999
Newport News, VA;37.0870821;-76.4730122
Jakarta, Indonesia;-6.2087634;106.845599
Strasbourg, France;48.583148;7.747882
Worcester, MA;42.2625932;-71.8022934
Villemoustaussou, France;43.25226;2.365451
Summerfield, NC;36.2087468;-79.9047583
Menden, Germany;51.433333;7.8
Milan, Italy;45.4654219;9.1859243
Vestby, Norway;59.601944;10.7475
Greenpoint, Brooklyn, NY;40.7245448;-73.9418603
Winnetka, IL;42.10808340000001;-87.735895
Sheffield, UK;53.38112899999999;-1.470085
Larvik, Norway;59.0538363;10.0295463
Naperville, IL;41.7858629;-88.1472893
York, UK;53.95996510000001;-1.0872979
Fremont, CA;37.5482697;-121.9885719
Santa Cruz de Tenerife, Spain;28.4636296;-16.2518467
Lima, Peru;-12.046374;-77.0427934
Karlsruhe, Germany;49.0068901;8.4036527
Brussels, Belgium;50.8503396;4.3517103
Quebec, Canada;52.9399159;-73.5491361
Ellicott City, MD;39.2673283;-76.7983067
Eschweiler, Germany;50.8107322;6.263075
Ipswich, MA;42.6791832;-70.8411558
Myrtle Beach, SC;33.6890603;-78.8866943
Istanbul, Turkey;41.00527;28.97696
Pacifica, CA;37.6138253;-122.4869194
San Marcos, TX;29.8832749;-97.9413941
Coram, NY;40.8687096;-73.0014946
Bozeman, MT;45.677778;-111.047222
Rio de Janeiro, Brazil;-22.9082998;-43.1970773
Yverdon-les-Bains, Switzerland;46.7782175;6.6414898
Stebbing, UK;51.893488;0.412543
Brookline, MA;42.33176419999999;-71.1211635
Stamford, CT;41.0534302;-73.5387341
Norfolk, VA;36.8507689;-76.28587259999999
Newtown Square, PA;39.9867772;-75.401028
Westford, MA;42.5792583;-71.4378411
Kerala, India;10.8505159;76.2710833
Orange, NJ;40.7706187;-74.2326478
Lancaster, PA;40.0378755;-76.3055144
Herndon, VA;38.9695545;-77.3860976
Abu Dhabi, United Arab Emirates;24.466667;54.36666700000001
Devon, PA;40.0499216;-75.4258399
Hartford, CT;41.76371109999999;-72.6850932
Syosset, NY;40.8262101;-73.502068
Fairbanks, AK;64.8377778;-147.7163889
Dayton, OH;39.7589478;-84.1916069
Bellevue, NE;41.158611;-95.934167
Greensboro, NC;36.0726354;-79.7919754
Hometown, IL;41.7306407;-87.7319495
Rio Rancho, NM;35.2327544;-106.6630437
Rutherford, NJ;40.826489;-74.10680909999999
Prospect, KY;38.345068;-85.615517
Solon, OH;41.3897764;-81.44122589999999
Martinsville, NJ;40.600449;-74.5595195
Greenville, TX;33.1384488;-96.11080659999999
Turin, Italy;45.070312;7.686856499999999
Mexico City, Mexico;19.4326077;-99.133208
Breukelen, Netherlands;52.1710222;5.001329
Reinach, Switzerland;47.4964522;7.594260800000001
El Escorial, Spain;40.583347;-4.1270438
Limerick, Ireland;52.6680204;-8.630497499999999
Hermosa Beach, CA;33.8622366;-118.3995194
Port Townsend, WA;48.11703869999999;-122.7604472
Vlaardingen, Netherlands;51.9120668;4.3494366
Bucharest, Romania;44.4325;26.103889
Sao Paulo, Brazil;-23.5505199;-46.63330939999999
Brighton, Boston, MA;42.3463503;-71.1626756
Newton, MA;42.3370413;-71.20922139999999
Los Altos, CA;37.3852183;-122.1141298
Emeryville, CA;37.831316;-122.2852473
Itzehoe, Germany;53.9317752;9.5051475
St. John's, Canada;47.5605413;-52.71283150000001
Bönigen, Switzerland;46.6863841;7.895335200000001
Sarasota, FL;27.3364347;-82.53065269999999
Endicott, NY;42.098408;-76.04936839999999
Ottawa, Canada;45.4215296;-75.69719309999999
Pensacola, FL;30.42130899999999;-87.2169149
Paterson, NJ;40.9167654;-74.17181099999999
Oak Creek, WI;42.8858503;-87.8631362
Mineola, NY;40.7492678;-73.64068449999999
Grovers Mill, NJ;40.3167746;-74.60932319999999
Nerima, Japan;35.7356234;139.6516577
Alhambra, CA;34.095287;-118.1270146
Chino Hills, CA;33.9898188;-117.7325848
Geneva, NY;42.8679836;-76.985557
La Habra, CA;33.9319578;-117.9461734
